pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
8948,203,77,77013,111360,38530,NA,W,4534,111,NA,4,1,6,3,1,1,1,5,2,0,1,1,1,2,2,2,2,3,1,2,2,0,1330,2,1,5,1,NA,1,CHICAGO,60651,4487,0.01448629373746378,0.7243146868731892,0.01537775796746155,0.24582126142188543,0,14000,Chicago,0,0,1,0,0,0,HAY,ORR HS,6.89,47875,FALSE,TRUE,TRUE
8949,203,72,72330,46870,18010,NA,O,3275,112,NA,1,1,9,4,1,3,2,5,2,0,1,2,0,2,2,2,2,7,NA,NA,NA,0,1722,2,1,5,1,NA,1,CHICAGO,60628,3920,0.00765306122448979,0.9900510204081632,0,0,0.00459183673469387,14000,Chicago,0,0,1,0,0,0,CURTIS,FENGER HS,6.908,36448,FALSE,FALSE,TRUE
8950,211,77,77152,493940,116750,NA,T,2566,132,2,1,1,8,4,1,3,1,5,2,0,2,2,0,2,NA,2,2,7,NA,NA,NA,0,2302,2,2,2,3,NA,NA,CHICAGO,60647,2267,0.8081164534627261,0.01985002205558006,0.08557565063961182,0.06263784737538597,0.04764005293339215,14000,Chicago,0,0,9,0,0,0,PRITZKER,CLEMENTE HS,6.89,156389,FALSE,FALSE,TRUE
8951,211,77,77102,87530,49350,NA,T,4200,115,2,2,1,6,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2360,2,2,2,NA,NA,NA,CHICAGO,60624,1067,0,0.9597000937207124,0,0.04029990627928772,0,14000,Chicago,0,0,1,0,0,0,TILTON,ORR HS,6.913,30114,FALSE,FALSE,TRUE
8952,211,70,70010,112440,38140,NA,W,2244,132,2,2,2,8,4,1,1,2,2,2,0,3,2,0,2,2,2,2,2,1,2,2,0,2024,2,2,2,NA,NA,NA,CHICAGO,60653,1858,0.02691065662002153,0.926264800861141,0,0.01722282023681377,0.05920344456404736,14000,Chicago,0,0,1,0,0,0,MOLLISON,PHILLIPS HS,6.89,49239,FALSE,TRUE,TRUE
8953,205,39,39071,188980,46260,NA,W,7118,63,NA,3,1,6,4,1,3,1,5,1,0,3,2,0,2,2,2,2,1,1,2,2,0,1980,2,1,2,NA,NA,1,OAK LAWN,60453,3069,0.613229064841968,0.0873248615184099,0.04072987943955686,0.2108178559791463,0.09579667644183772,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  126,COMMUNITY HIGH SCHOOL  218,12.33,58569,FALSE,TRUE,TRUE
8954,203,13,13140,154520,33000,NA,W,6600,54,NA,3,1,6,3,3,1,2,5,1,0,2,1,1,2,2,2,2,3,2,1,1,0,1207,2,1,1,3,NA,NA,OAK FOREST,60452,7647,0.8387602981561396,0.02706943899568458,0.02680789852229632,0.09650843468026678,0.02170785929122531,54638,Oak Forest,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,CONSOLIDATED HIGH SCHOOL  230,13.357,66024,FALSE,TRUE,TRUE
8955,206,23,23011,208940,190740,NA,W,11220,68,NA,3,2,8,4,2,3,1,5,1,1,3,3,1,2,2,2,2,3,2,1,2,0,2448,2,1,2,NA,NA,NA,GLENCOE,60022,6421,0.8736956860302134,0.02055754555365208,0.03099205731194518,0.06930384675284224,0.01090172870269428,29652,Glencoe,0,0,1,0,0,0,SCH DISTRICT 35,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.481,194803,FALSE,TRUE,TRUE
8956,278,23,23022,685610,185620,NA,W,8250,2,NA,2,1,8,4,1,1,1,5,1,1,3,4,1,2,2,2,2,7,NA,NA,NA,0,3543,2,1,2,NA,NA,1,WINNETKA,60093,3662,0.8697433096668488,0,0.06717640633533588,0.02348443473511742,0.07618787547788095,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,250001,FALSE,FALSE,TRUE
8957,205,31,31110,210710,40200,AV,W,6700,73,NA,2,1,7,4,3,3,1,5,2,0,3,2,1,2,NA,2,2,3,1,2,2,0,2044,2,1,2,NA,NA,NA,WESTCHESTER,60154,2313,0.5317769130998703,0.16169476869865976,0.04193687851275399,0.24297449200172935,0.04323389537397319,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,91023,FALSE,TRUE,TRUE
8958,204,28,28100,473410,70590,NA,T,10861,4,NA,2,1,5,2,1,3,1,5,1,1,3,2,0,2,2,2,2,5,2,1,2,0,2264,2,1,1,NA,NA,NA,NA,NA,5713,0.8767722737615964,0.00350078767722737,0.0869945737791003,0.02678102573078943,0.01190267810257307,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,98854,FALSE,TRUE,TRUE
8959,278,39,39210,235910,30420,NA,W,6405,60,NA,2,1,8,6,3,3,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,80,2161,2,1,2,NA,NA,NA,ALSIP,60803,6138,0.5008145975887911,0.22531769305962857,0.01401107852720756,0.25545780384490063,0.00879765395894428,01010,Alsip,0,0,6,1,0,0,SCHOOL DISTRICT  125,COMMUNITY HIGH SCHOOL  218,13.645,49014,FALSE,TRUE,TRUE
8960,204,33,33020,1058530,189280,NA,W,18027,102,NA,3,1,8,4,1,1,1,5,1,0,2,5,1,2,2,2,2,3,2,1,1,0,5594,2,1,5,1,NA,2,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,1,0,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,TRUE,TRUE
8961,211,77,77102,220840,35540,NA,W,3025,12,3,2,1,15,9,1,1,1,5,1,0,3,3,3,2,2,2,2,7,NA,NA,NA,0,4880,2,2,3,NA,NA,NA,CHICAGO,60624,1816,0.00550660792951541,0.9388766519823788,0,0.03359030837004405,0.04129955947136564,14000,Chicago,0,0,1,0,0,0,HEFFERAN,MARSHALL HS,6.913,22339,FALSE,FALSE,TRUE
8962,203,12,12022,145270,32640,NA,T,8160,55,NA,2,1,7,4,3,3,1,5,1,1,3,1,1,2,NA,2,2,3,1,1,2,0,1476,2,1,1,NA,NA,NA,HOMEWOOD,60430,4663,0.3645721638430195,0.5294874544284796,0.007720351704911,0.04439202230323826,0.09736221316748872,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,16.657,92630,FALSE,TRUE,TRUE
8963,234,32,32160,93210,29400,NA,W,8400,49,NA,1,5,5,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,1,3,1,2,0,914,2,1,4,NA,NA,NA,MATTESON,60443,6900,0.06971014492753623,0.8339130434782609,0.02405797101449275,0.04985507246376811,0.04492753623188406,47540,Matteson,0,0,7,1,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.737,85750,FALSE,TRUE,TRUE
8964,203,37,37053,89760,23940,NA,W,5040,52,NA,2,1,5,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,4,2,2,2,0,1306,2,1,1,NA,NA,NA,CALUMET CITY,60409,5886,0.08630648997621475,0.8309548080190282,0,0.07662249405368672,0.01223241590214067,10487,Calumet City,0,0,1,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.315,47423,FALSE,TRUE,TRUE
8965,203,27,27080,201740,41660,NA,W,4166,114,NA,4,1,6,4,1,3,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1091,2,1,5,1,NA,1,OAK PARK,60304,4008,0.6472055888223552,0.2125748502994012,0.0029940119760479,0.12574850299401197,0.02245508982035928,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,104792,FALSE,TRUE,TRUE
8966,278,77,77103,294320,60370,NA,W,2875,15,NA,1,1,7,4,1,1,1,5,1,1,3,3,1,2,2,2,2,3,1,2,2,0,2082,2,1,2,NA,NA,NA,CHICAGO,60612,2172,0.17679558011049723,0.4525782688766114,0.1201657458563536,0.22974217311233883,0.04143646408839779,14000,Chicago,0,0,1,0,0,1,JENSEN,MANLEY HS,6.913,80313,FALSE,TRUE,TRUE
8967,205,36,36060,146240,49400,NA,W,10400,71,NA,2,1,6,3,1,3,1,5,1,0,1,1,1,2,2,2,2,1,2,1,2,0,1596,2,1,2,3,NA,NA,BURBANK,60459,4270,0.6618266978922717,0.01967213114754098,0.01053864168618267,0.2756440281030445,0.06299765807962529,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,63388,FALSE,TRUE,TRUE
8968,295,77,77141,185870,33180,NA,W,1412,3,NA,2,2,6,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,2,2,2,0,1971,2,1,3,NA,NA,NA,NA,NA,3960,0.17727272727272728,0.05353535353535353,0.0154040404040404,0.7368686868686869,0.03383838383838384,14000,Chicago,0,0,1,0,0,0,RUIZ,JUAREZ HS,6.89,50039,FALSE,TRUE,TRUE
8969,204,25,25200,213740,198240,NA,W,19341,82,NA,3,1,8,4,3,3,1,5,1,1,3,3,0,2,2,2,2,1,3,1,2,0,1884,2,1,1,NA,NA,1,NORTHFIELD,60093,5742,0.8650296064089168,0,0.1250435388366423,0.00731452455590386,0.00522466039707419,53663,Northfield,0,0,1,0,0,0,SCHOOL DISTRICT 29,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.296179104477612,140789,FALSE,TRUE,TRUE
8970,278,70,70010,424600,56280,NA,T,3311,13,NA,2,1,9,4,1,1,1,5,1,1,3,2,1,2,2,2,2,3,2,2,2,0,3136,2,1,2,NA,NA,NA,CHICAGO,60615,1267,0.0244672454617206,0.8808208366219415,0.00394632991318074,0.03472770323599053,0.10734017363851618,14000,Chicago,0,0,1,0,0,0,BURKE,PHILLIPS HS,6.88386464826358,46750,FALSE,TRUE,TRUE
8971,278,23,23120,415440,160620,NA,W,13967,62,NA,3,1,10,5,3,1,1,5,1,0,3,3,1,2,2,2,2,3,1,2,2,0,2903,2,1,2,NA,NA,NA,GLENVIEW,60025,3063,0.7476330395037545,0.01110022853411688,0.16585047339209924,0.05713352921971923,0.03656545870062031,29938,Glenview,0,0,3,1,0,0,SCHOOL DISTRICT 37,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.221,131944,FALSE,TRUE,TRUE
8972,203,72,72221,96930,28430,NA,W,4375,97,NA,2,1,7,3,1,1,2,5,2,0,1,1,1,NA,NA,2,2,4,2,2,2,0,1446,2,1,1,3,NA,NA,CHICAGO,60620,4741,8.437038599451593e-4,0.9860788863109048,0.00780426070449272,0,0.00527314912465724,14000,Chicago,0,0,6,1,0,0,GRESHAM,HIRSCH HS,6.873317191283292,31233,FALSE,TRUE,TRUE
8973,204,22,22023,183780,44640,NA,W,7440,94,NA,2,1,8,4,1,3,1,5,1,0,1,2,0,2,NA,2,2,3,1,2,2,0,2319,2,1,5,1,NA,NA,DES PLAINES,60016,4486,0.748773963441819,0.00802496656263932,0.04079358002674989,0.16897012929112795,0.06219349086045474,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,84974,FALSE,TRUE,TRUE
8974,234,72,72212,81990,29520,NA,O,3690,44,NA,3,1,6,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1236,2,1,4,NA,NA,NA,CHICAGO,60620,6994,0.03002573634543895,0.8311409779811266,0.00943665999428081,0.0550471832999714,0.14869888475836432,14000,Chicago,0,0,1,0,0,1,CARROLL,BOGAN HS,6.873317191283292,66886,FALSE,TRUE,TRUE
8975,278,19,19030,251690,48120,NA,T,8750,30,NA,3,1,7,4,3,3,1,5,1,0,3,2,1,2,NA,2,2,3,2,1,1,0,2540,2,1,2,NA,NA,NA,LEMONT,60439,5640,0.9088652482269504,0.02907801418439716,0.02127659574468085,0.04078014184397163,0,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,71250,FALSE,TRUE,TRUE
8976,278,16,16010,266690,66610,NA,W,10248,49,NA,3,1,8,4,3,3,1,5,2,1,3,2,1,2,2,2,2,3,2,1,2,0,2012,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,3000,0.8076666666666666,0.02066666666666666,0.12933333333333333,0.03266666666666666,0.01933333333333333,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.529,71979,FALSE,TRUE,TRUE
8977,211,72,72171,44260,23430,NA,W,3125,112,2,2,2,7,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2410,2,2,2,NA,NA,NA,CHICAGO,60621,2910,0.00343642611683848,0.9240549828178696,3.436426116838488e-4,0.06735395189003436,0.00893470790378006,14000,Chicago,0,0,6,0,0,0,BOND,ROBESON HS,6.873317191283292,21266,FALSE,FALSE,TRUE
8978,278,29,29011,408660,169860,NA,O,84933,36,NA,2,4,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,256,2892,2,1,2,NA,NA,NA,INVERNESS,60010,7375,0.6627796610169492,0.02725423728813559,0.11877966101694916,0.15213559322033898,0.07471186440677965,37608,Inverness,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.339,67773,FALSE,TRUE,TRUE
8979,207,25,25010,257520,267300,NA,T,35640,59,NA,3,1,7,4,3,1,1,5,1,0,3,2,1,2,NA,2,2,3,1,2,2,0,1940,2,1,2,NA,NA,NA,NORTHBROOK,60062,4527,0.8330019880715706,0.00795228628230616,0.14004859730505853,0.0083940799646565,0.02120609675281643,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,109886,FALSE,TRUE,TRUE
8980,204,12,12041,169760,46000,NA,W,12268,34,NA,1,1,5,3,2,3,1,5,1,1,1,2,0,2,NA,2,2,3,1,1,2,0,2269,2,1,5,1,NA,NA,LANSING,60438,6522,0.4207298374731677,0.4260962894817541,0.00919963201471941,0.11974854339159768,0.03603189205765102,42028,Lansing,0,0,4,1,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,17.73,51485,FALSE,TRUE,TRUE
8981,203,32,32120,35460,24580,NA,W,7564,65,NA,3,1,6,4,2,3,1,5,2,0,2,2,0,NA,NA,2,2,1,3,1,2,0,1419,2,1,1,3,NA,NA,PARK FOREST,60466,3494,0.20377790497996565,0.6499713795077275,0.00543789353176874,0.08929593589009731,0.1001717229536348,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.326,96607,FALSE,TRUE,TRUE
8982,203,71,71150,176190,46470,NA,T,3718,98,NA,1,1,5,2,1,3,1,5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,1068,2,1,1,3,NA,1,CHICAGO,60634,5350,0.5557009345794393,5.607476635514019e-4,0.05009345794392523,0.3936448598130841,0,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,64455,FALSE,TRUE,TRUE
8983,212,71,71110,315020,150000,NA,W,6250,95,2,2,2,6,2,1,3,2,5,1,0,3,2,2,2,2,2,2,7,NA,NA,NA,0,2550,2,2,2,NA,NA,NA,CHICAGO,60618,6454,0.4522776572668113,0.05159590951348001,0.11496746203904556,0.3517198636504493,0.05655407499225286,14000,Chicago,0,0,6,0,0,0,WATERS,ROOSEVELT HS,7.266,71366,FALSE,FALSE,TRUE
8984,202,72,72251,55600,39900,NA,W,5320,64,NA,2,1,5,2,1,3,2,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,975,2,1,1,NA,NA,NA,CHICAGO,60620,2969,0.03300774671606601,0.9373526439878748,0,0,0.05220613001010441,14000,Chicago,0,0,1,0,0,0,HARVARD,ROBESON HS,6.873317191283292,34657,FALSE,FALSE,TRUE
8985,234,12,12033,98090,28200,NA,W,7522,49,NA,3,1,6,4,3,1,1,5,1,0,3,1,1,2,2,2,2,2,3,1,2,0,1400,2,1,4,NA,NA,NA,GLENWOOD,60425,4966,0.1761981474023359,0.7184857027788965,8.054772452678212e-4,0.07410390656463955,0.0590012082158679,30029,Glenwood,0,0,1,0,0,0,SCHOOL DISTRICT  167,BLOOM TOWNSHIP HIGH SCHOOL  206,18.647,57361,FALSE,TRUE,TRUE
8986,278,38,38072,548930,50380,NA,W,6950,2,NA,1,1,9,4,1,3,1,5,1,1,3,3,1,2,2,2,2,3,1,2,2,0,3124,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,6159,0.8934892027926612,0.0034096444227959,0.04611138171781133,0.04059100503328462,0.0232180548790388,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,116667,FALSE,TRUE,TRUE
8987,278,25,25180,731780,120960,NA,T,10080,8,NA,1,1,8,4,1,1,1,5,1,1,2,2,1,2,1,2,2,4,1,1,1,0,2840,2,1,2,1,NA,NA,GLENVIEW,60025,4792,0.8950333889816361,0.01898998330550918,0.03005008347245409,0.04653589315525876,0.0187813021702838,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,FALSE,TRUE,TRUE
8988,295,28,28100,239010,22880,NA,W,2080,13,NA,3,1,4,2,3,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,1403,2,1,1,NA,NA,NA,ORLAND PARK,60462,5109,0.830886670581327,0.04952045410060677,0.08064200430612645,0.02446662752006263,0.02896848698375416,56640,Orland Park,0,0,4,1,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,104861,FALSE,TRUE,TRUE
8989,295,18,18010,114150,20800,NA,W,2134,33,NA,1,1,6,3,2,3,1,5,1,1,3,1,1,2,2,2,2,1,1,1,1,0,1184,2,1,2,NA,NA,NA,STREAMWOOD,60107,7060,0.4893767705382436,0.05297450424929179,0.0708215297450425,0.3729461756373938,0.02776203966005665,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,75682,FALSE,TRUE,TRUE
8990,203,18,18013,74350,118390,GD,W,47358,69,NA,1,1,6,4,2,3,1,5,2,0,3,2,0,NA,NA,2,2,4,1,1,2,0,1535,2,1,1,NA,NA,1,ELGIN,0-0,4906,0.7007745617611089,0.00570729718711781,0.16408479412963717,0.1031390134529148,0.05034651447207501,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,9.679,95265,FALSE,TRUE,TRUE
8991,203,29,29100,157350,32560,NA,W,10020,65,NA,1,1,5,3,4,3,1,5,2,0,3,1,0,2,NA,2,2,2,1,2,2,0,1003,2,1,1,NA,NA,NA,ROLLING MEADOWS,60008,3437,0.7291242362525459,0.00727378527785859,0.01832993890020366,0.23305208030258948,0.02211230724469013,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,91010,FALSE,TRUE,TRUE
8992,202,28,28061,141860,31870,NA,W,7500,63,NA,2,1,4,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,992,2,1,1,NA,NA,NA,TINLEY PARK,60477,4246,0.7418747056052756,0,0.03320772491756948,0.22162034856335375,0.00659444182760245,75484,Tinley Park,0,0,1,0,0,1,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,65720,FALSE,TRUE,TRUE
8993,234,72,72274,165290,39000,NA,W,5200,32,NA,3,1,5,2,3,1,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1330,2,1,4,NA,NA,NA,CHICAGO,60643,3066,0.3633398564905414,0.5688193085453359,0.01532941943900848,0.02641878669275929,0.05218525766470972,14000,Chicago,0,0,1,0,0,0,BARNARD,MORGAN PARK HS,6.908,64656,FALSE,TRUE,TRUE
8994,207,72,72170,76120,18070,NA,W,2410,17,NA,3,1,6,3,1,3,1,5,1,0,3,2,0,2,2,2,2,3,1,2,2,0,1591,2,1,2,NA,NA,NA,CHICAGO,60621,2993,0.02004677581022385,0.9542265285666556,0,0.00868693618443033,0.02439024390243902,14000,Chicago,0,0,5,1,0,0,DENEEN,ROBESON HS,6.89,20469,FALSE,TRUE,TRUE
8995,211,72,72070,93360,39830,NA,W,4687,104,NA,1,2,8,4,4,3,1,2,2,0,1,2,0,NA,NA,2,2,3,1,2,2,0,1672,2,2,2,3,NA,1,CHICAGO,60632,6098,0.02181042964906526,0.01967858314201377,0,0.9585109872089208,0,14000,Chicago,0,0,5,1,0,0,NIGHTINGALE,KELLY HS,6.934,42434,FALSE,TRUE,TRUE
8996,211,75,75021,177660,70120,NA,W,4125,65,2,2,1,10,4,1,3,1,5,1,0,3,2,0,NA,NA,2,2,3,1,2,2,0,2256,2,2,2,NA,NA,NA,CHICAGO,60645,4734,0.417617237008872,0.11301225179552175,0.2103929024081115,0.2253907900295733,0.05872412336290663,14000,Chicago,0,0,4,1,0,0,BOONE,MATHER HS,6.857803738317757,53234,FALSE,TRUE,TRUE
8997,203,24,24031,210610,48640,NA,W,6080,95,NA,1,1,5,3,3,3,1,5,2,1,2,1,0,2,NA,2,2,1,1,2,2,0,1064,2,1,1,3,NA,NA,SKOKIE,60077,7783,0.4296543749196968,0.06822561994089682,0.29602980855711164,0.1334960812026211,0.1451882307593473,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 69,COMMUNITY HIGH SCHOOL  219,11.024,58958,FALSE,TRUE,TRUE
8998,295,38,38031,229800,6130,NA,O,1067,2,NA,1,1,6,2,3,1,1,5,1,0,3,2,1,2,2,2,2,3,1,1,2,0,1626,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,2553,0.8433215824520173,0.01919310614962788,0.09244026635330985,0.03486094790442616,0.02036819428123775,02154,Arlington Heights,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.449,67222,FALSE,TRUE,TRUE
8999,206,25,25110,387560,168240,NA,W,14630,82,NA,3,1,7,4,3,3,1,5,1,1,2,2,1,2,2,2,2,3,1,1,2,0,2558,2,1,2,1,NA,NA,GLENVIEW,60025,3481,0.8692904337833955,0.02786555587474863,0.06980752657282391,0.01005458201666188,0.04136742315426602,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,150862,FALSE,TRUE,TRUE
9000,207,16,16010,184910,56870,NA,T,8750,43,NA,3,1,7,3,3,3,1,5,1,0,3,2,1,2,NA,2,2,3,2,1,2,0,1698,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,3000,0.8076666666666666,0.02066666666666666,0.12933333333333333,0.03266666666666666,0.01933333333333333,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.529,71979,FALSE,TRUE,TRUE
9001,207,37,37092,109880,32670,NA,W,7260,44,NA,3,1,7,3,3,3,1,5,1,1,3,2,1,2,NA,1,2,3,2,1,2,0,1833,2,1,2,NA,NA,NA,SOUTH HOLLAND,60473,3439,0.10700785111951149,0.8517010758941552,0.00261703983716196,0.03867403314917127,0,70850,South Holland,0,0,3,1,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,67319,FALSE,TRUE,TRUE
9002,211,73,73042,432220,220320,NA,W,4590,106,2,2,6,11,5,1,1,3,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2628,2,2,2,NA,NA,NA,CHICAGO,60613,2731,0.7466129622848773,0.02709630172098132,0.07323324789454412,0.08861222995239838,0.1171731966312706,14000,Chicago,0,0,1,0,0,0,RAVENSWOOD,LAKE VIEW HS,6.89,114012,FALSE,TRUE,TRUE
9003,211,31,31091,224130,40620,NA,W,6250,125,2,1,1,12,4,1,1,2,5,2,0,1,2,0,2,2,2,2,7,NA,NA,NA,0,2274,2,2,2,3,NA,1,FOREST PARK,60130,3183,0.6453031731071316,0.21394910461828465,0.05780710021991831,0.06471881872447377,0.03644360666038328,26935,Forest Park,0,0,1,0,0,0,SCHOOL DISTRICT 91,PROVISO TOWNSHIP HIGH SCHOOL 209,12.075,71389,FALSE,FALSE,TRUE
9004,234,24,24031,108350,30000,NA,T,3750,64,NA,3,1,6,3,3,1,1,5,1,0,2,2,0,2,2,2,2,7,NA,NA,NA,0,1440,2,1,4,3,NA,NA,MORTON GROVE,60053,3977,0.6009554940910233,0.01458385717877797,0.27935629871762635,0.09127483027407592,0.02413879808901181,50647,Morton Grove,0,0,1,0,0,0,SCHOOL DISTRICT 70,COMMUNITY HIGH SCHOOL  219,9.602,94471,FALSE,FALSE,TRUE
9005,203,39,39310,131560,35400,NA,T,5900,64,NA,2,1,5,3,1,3,1,5,1,0,2,1,0,NA,NA,2,2,2,1,2,2,0,1217,2,1,1,3,NA,NA,EVERGREEN PARK,60805,5195,0.670259865255053,0.17035611164581327,0.02771896053897979,0.10914340712223292,0.02483156881616939,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,71393,FALSE,TRUE,TRUE
9006,211,70,70010,127380,67320,NA,W,3960,127,3,2,2,15,9,1,2,1,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,3262,2,2,2,NA,NA,NA,CHICAGO,60637,2706,0.00702143385070214,0.8895048041389505,0,0.0155210643015521,0.1197339246119734,14000,Chicago,0,0,1,0,0,0,DULLES,PHILLIPS HS,6.89,20571,FALSE,FALSE,TRUE
9007,203,71,71371,155210,46870,NA,W,3750,95,NA,1,1,5,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,1,1,2,2,0,1080,2,1,5,1,NA,NA,CHICAGO,60634,4189,0.6299832895679159,0.0083552160420148,0.04153735975173072,0.3160658868465027,0.00811649558367152,14000,Chicago,0,0,1,0,0,0,DEVER,STEINMETZ COLLEGE PREP HS,6.894,67571,FALSE,TRUE,TRUE
